rho,pvalue
0.1558950786247237,0.1558950786247237
0.09408829629093524,0.09408829629093524
0.0671003433953099,0.0671003433953099
0.11054743400757737,0.11054743400757737
0.21044133577053983,0.21044133577053983
0.17030898649442267,0.17030898649442267
0.15840832394866144,0.15840832394866144
0.12149393460654988,0.12149393460654988
0.10755833108119849,0.10755833108119849
0.10678279141688223,0.10678279141688223
